WholeText,Target_Name
"We’re honored to be a part of the vibrant Phoenix business community and be ranked in the Phoenix Business Journal as #1 in the number of local, full-time staff and #2 in the top 5 ad agencies ranked by 2020 billings. Check out the list here",Awards/Recognition/Achievement
"We are so proud to work with Save a Child's Heart, which provides live-saving surgeries to children with heart conditions from developing countries, and are touched by the thank you they sent us!",Merger/Acquisition/Partnership
"REQ will assist HEXO as it continues to expand its footprint in the U.S. and ramps up to support the growth initiatives of Truss CBD USA, its joint venture with Molson Coors, and for potential non-beverage CPG partners with whom the Company is in ongoing discussions. 

""REQ has become well-known for working with some of the world’s most-recognized brands and companies, and we are thrilled to join forces with their award-winning team to help accelerate the growth of our Powered by HEXO® technology and other U.S.-based market opportunities,"" said HEXO CEO and co-founder Sébastien St-Louis. 

REQ will evaluate HEXO’s brand presence on- and offline in the U.S. market and evolve the Powered by HEXO® brand in preparation for an exciting period of expansion and growth. This engagement continues REQ’s long history of defining, connecting, and protecting the world’s most forward-thinking and innovative brands. 

“We have built our reputation around owning what’s next and are proud to partner with HEXO, who sits at the nexus of technology and innovation in a market that they are helping to shape,” said REQ CEO & founder Tripp Donnelly. “We are looking forward to supporting HEXO as it grows its US operations and brand.”",Merger/Acquisition/Partnership
"Every year, Clutch honors the highest-performing B2B companies across different industries. Thanks to reviews and client feedback, we are thrilled to once again be named as one of the 2021 leaders in Top Corporate Branding Companies on Clutch.",Awards/Recognition/Achievement
Image,LinkedIn impressions/activity
"TDM Berhad bagged the ""Company of the Year Award"" at the Sustainability & CSR Malaysia Awards 2021 held earlier today at Shangri La Hotel, Kuala Lumpur. The Group was accorded the top title under the plantation and healthcare category for championing exemplary COVID-19 support and animal welfare initiatives. Present to receive the award on behalf of TDM was its Head of Corporate Communications, Norfar’izan Hashim. 

The Sustainability & CSR Malaysia Awards 2021 is a Corporate Sustainability and Social Responsibility event organised by CSR Malaysia Publications and endorsed by Pertubuhan Amal Tanggungjawab Kemapanan Dan Korporat Malaysia to honour outstanding Malaysia’s corporations that have excelled in the role of change agents in the socio-economic transformation of Malaysia. In the award submission, TDM put forward its “Living Together with Elephants” initiative and RM1.0 million donation to the “Tabung Bantuan COVID-19 Terengganu”, leading the Group to winning the title.",Awards/Recognition/Achievement
Another milestone for Mamee. Grand opening of our JB office @ Mamee Bakery,New Expansion
Image,Product/Service Launch
"Heartiest congratulations to our #IHHSingapore nurses who are awarded the Ministry of Health (Singapore) Nurses’ Merit Award 2021, for their outstanding performance and contributions to Singapore’s healthcare ecosystem!
",Awards/Recognition/Achievement
"Central Sugars Refinery Sdn. Bhd. with Hot FM, Fly FM, & Harian Metro showed our appreciation to 30 nominated frontliners from all over the country through our “30 Hari, 30 Frontliners” campaign that ran through Malaysia’s Merdeka month. 

During this campaign, we recognised their untiring efforts towards ensuring the wellbeing and safety of the society with a token of RM500 each and some goodies. 

Here, we proudly share with you the faces of the frontliners who had never give up and turn their backs away from fighting the pandemic with and for us. They put other people needs before theirs.",Donation/Philanthropy
